name	mod	context	context_source	default	live	seen	english	russian
pneumaticcraft.armor.upgrade.entity_tracker	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Entity Tracker	Трекер обьектов
pneumaticcraft.armor.upgrade.fall_protection	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Fall Protection	Защита от падения
pneumaticcraft.armor.upgrade.jet_boots	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Jet Boots	Реактивные ботинки
pneumaticcraft.armor.upgrade.jet_boots.module.builder_mode	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Builder Mode	Режим строителя
pneumaticcraft.armor.upgrade.jet_boots.module.flight_stabilizers	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Flight Stabilizers	Стабилизаторы полета
pneumaticcraft.armor.upgrade.jet_boots.module.hover	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Hover	Парение
pneumaticcraft.armor.upgrade.jet_boots.module.smart_hover	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Smart Hover	Умное парение
pneumaticcraft.armor.upgrade.jump_boost	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Jump Boost	Усилитель прыжка
pneumaticcraft.armor.upgrade.magnet	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Magnet	Притяжение
pneumaticcraft.armor.upgrade.night_vision	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Night Vision	Ночное зрение
pneumaticcraft.armor.upgrade.reach_distance	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Reach Boost	Достигнуто усилений
pneumaticcraft.armor.upgrade.run_speed	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Run Speed	Скорость бега
pneumaticcraft.armor.upgrade.scuba	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	SCUBA	Акваланг
pneumaticcraft.armor.upgrade.search	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Item Search	Поиск предметов
pneumaticcraft.armor.upgrade.step_assist	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Step Assist	Помощник шага
pneumaticcraft.armor.upgrade.stomp	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Stomp	Поступь
pneumaticcraft.boots.jet_boots	pneumaticcraft	IN_GAME	bytecode		key.keyboard.space	options	Pneumatic Jet Boots Thrust	Тяга рактивных ботинок
pneumaticcraft.boots.kick	pneumaticcraft	IN_GAME	bytecode		key.keyboard.x:CONTROL	options	Pneumatic Boots Kick	Пневмоудар ботинками
pneumaticcraft.chestplate.launcher	pneumaticcraft	IN_GAME	bytecode		key.keyboard.c:CONTROL	options	Pneumatic Chestplate Launcher	Пусковая установка Пневмоброни
pneumaticcraft.helmet.debugging.drone	pneumaticcraft	IN_GAME	bytecode		key.keyboard.y	options	Pneumatic Helmet Drone Debugging	Отладка дронов с Пневмошлемом
pneumaticcraft.helmet.hack	pneumaticcraft	IN_GAME	bytecode		key.keyboard.h	options	Pneumatic Helmet Hacking	Хакерство с Пневмошлемом
rainbows.key.reload_rainbow_configs	rainbows	UNIVERSAL	bytecode		key.keyboard.unknown	options	Reload Rainbow Configs	
simplemagnets.keys.toggle	simplemagnets	UNIVERSAL	assumed		key.keyboard.h	options	Toggle Magnet	Включить магнит
supplementaries.keybind.quiver	supplementaries	UNIVERSAL	assumed		key.keyboard.v	options	Quiver	Колчан
tombstone.message.compendium	tombstone	UNIVERSAL	assumed		key.keyboard.unknown	options	Compendium	Компендиум
tombstone.message.config	tombstone	UNIVERSAL	assumed		key.keyboard.unknown	options	Configuration	Конфигурация
tombstone.message.knowledge_of_death	tombstone	UNIVERSAL	assumed		key.keyboard.unknown	options	Knowledge of Death	Знания о смерти
